"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"81210869";"bd93611";"08.03.2021 09:56";"08.03.2021 10:01";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"In fast alles Einsatzsituationen.";"Die strikte Reihenfolge der SAAs ist hinderlich und unflexibel.";"Bis jetzt in keiner.";".";"Die SAAs sollten wie ein Faden gesehen werden und nicht als strikte Reihenfolge, es sollte möglich sein davon abzuweichen wenn es die Situation verlangt. , Nicht jeder Einsatz ist wie im Bilderbuch abzuarbeiten und wie auf der Schule.";
"81214935";"1508a7b";"08.03.2021 11:41";"08.03.2021 11:43";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Im Einzelfall Abweichung je nach Patient";"Nicht alles lässt sich in festen Standards definieren";"In 95% der Einsätze";"Gute Ausbildung , ständiges Fresh up";"";
"81218127";"05d00db";"08.03.2021 12:48";"08.03.2021 12:54";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Obstruktive Atemnot, Isoliertes Trauma, Schmerzzustände, Tachykarde HRST, Instabile Bradykardie";"Nicht-Freigabe bzw. Verfügbarkeit durch ÄLRD";"ACS, LAE, Reanimation";"Standardisierte Abläufe und Erfahrung.";"Anpassung des BtmG notwendig. Regionale Unterschiede sind teils sehr groß und hinderlich";
"81228448";"b7ff349";"08.03.2021 15:59";"08.03.2021 16:06";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"80";"Bei mehreren gleichzeitigen Symptomen, die keine klare SOP darstellten, sondern mehrere betrafen.";"Unterschiedliche Ausbildungs- und Wissensstandards, als auch lokale bzw. regionale Unterschiede (zB Transportzeit oder NA Verfügbarkeit)";"Eindeutige klinische Symptome, die einem Krankheitsbild zugeordnet werden konnten.";"Offenheit, Handlungskompetenz und bereits gemachte positive Erfahrungen.";"Einsätze sind nicht schwarz oder weiß. Der Mensch ist individuell und man darf sich nicht auf einen numerischen Wert versteifen. Das Gesamtbild des Patienten zählt. Die beste SOP ist nicht so viel wert wie das eigene, mit der Zeit entwickelte Bauchgefühl. Dennoch können SOP das Arbeiten vereinfachen und Stress aus der Situation nehmen.";
"81229863";"2b8b4df";"08.03.2021 16:24";"08.03.2021 16:26";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"";"";"";"";"";
"81277508";"cce22c7";"09.03.2021 11:59";"09.03.2021 12:00";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81283213";"fca6391";"09.03.2021 13:36";"09.03.2021 14:55";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Schmerzen";"Mehrere Faktoren";"Atemnot";"Dosierung und Absicherung";"";
"81292305";"52f37fc";"09.03.2021 15:58";"09.03.2021 15:59";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81298808";"21960c9";"09.03.2021 17:47";"09.03.2021 17:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"zwischen 3 und 5 Jahren";"Notärzte / Notärztinnen";"";"";"";"";"";"";
"81311245";"04e2ec7";"09.03.2021 21:47";"09.03.2021 21:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"80";"";"";"";"";"";
"81311536";"4dae12e";"09.03.2021 21:54";"09.03.2021 22:07";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Trotz häufiger Anwendung kam so etwas noch nicht vor.";"keine";"in allen";"Training und gutes Design der SAA.";"Maßgeblich ist bei uns das Verfahrenshandbuch. Dieses umfasst rund 1000 Seiten und muss mehr oder weniger auswendig gekonnt werden. Die SAA sind auf Taschenkarten und nur eine Gedächtnishilfe. Das Handbuch erlaubt viel eigenständiges Entscheiden. Unsere Mitarbeiter benötigen nach der Einstellung ca. 6-12 Monate, bis sie die Zertifizierung bestehen. Bei ca. 20 Indikationen für EVM müssen wir keinen NA nachfordern, dazu gehört auch das ACS beim kreislaufstabilen Patienten. So bekommen wir viel Erfahrung durch häufige Anwendung. Fazit: Gute Anwendbarkeit resultiert aus 1. gutem Design, 2. guter Ausbildung und regelmäßiger Rezertifzierung und 3. häufiger Anwendung.";
"81311693";"5c1b1ff";"09.03.2021 21:58";"09.03.2021 22:09";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Strittig ist die Versorgung von Extremitätentraumata, Traumaversorgung allgemein und Medikamentengabe allgemein.";"Das kommt sehr darauf an, welche Kollege Teampartner ist und welcher Notarzt hinzu kommt.";"Polytraumata, Kolikschmerzen/Abdominalschmerzen, Anaphylaxie";"Arbeiten ohne Notarzt, Entsprechend ausgebildeter Rettungssanitäter, RS ohne Selbstwertverlust bei strenger Teamführung (Verzeihung)";"SAAs und Algorithmen stellen einen ganz wichtigen Bestandteil des Arbeitens dar. Allerdings sollten Notärzte sich auch strenger daran orientieren (müssen) und bereits während der Ausbildung auch dem begleitenden Teammitglied (RS/RDH) vermittelt werden, dass es wichtig ist, die Aufgaben zu erledigen, ohne dass hier ein Wertgefüge entsteht. Ein guter RS ist genau so viel wert wie ein guter NotSan.";
"81340010";"f683449";"10.03.2021 15:28";"10.03.2021 15:28";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81441430";"d46ebfc";"12.03.2021 22:57";"12.03.2021 22:57";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81481035";"6ef0a67";"14.03.2021 22:28";"14.03.2021 22:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81527475";"62f1379";"15.03.2021 23:02";"15.03.2021 23:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"81577520";"222d8be";"17.03.2021 00:42";"17.03.2021 01:00";"teilgenommen und beendet";"";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"50";"HNR";"HNR";"HNR";"CABCDE";"Schulungen";
"81663073";"f541d32";"19.03.2021 00:31";"19.03.2021 00:42";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Fehlende Medikamentenmengen, andere Präparate,  Patientenfaktoren";"Fehlende Freigabe, Handeln im rechtfertigenden Notstand, keine BtM gabe möglich, notärztliche Abweichungen";"Unkomplizierte Patientensituation, klare Notstandsituation";"Geringere Berufserfahrung, hoher Handlungsdruck";"In BaWü bisher keine 2c delegation, keine verbindlichen Algorithmen vorhanden.";
"81751381";"3f0901d";"22.03.2021 11:33";"22.03.2021 11:37";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Urapidilgabe bei Hyperrensiver Entgleisung, NA erforderlich aber nicht verfügbar";"SAA sind zu 'steif'";"Analgesie mir Buscopan und 'damals' Metamizol bei Kolik";".";"";
"82416105";"1cfb814";"08.04.2021 22:45";"08.04.2021 22:46";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86358933";"ae3fdbc";"02.09.2021 09:42";"02.09.2021 09:47";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"Anagesie, Sedierung beim  pschatrischen Notfall";"Zu stare Indikationsstellung der delegierten Medikament";"exerbirte COPD, Hypoglykämie";"gute Dosierungsangaben";"Algorithmen sind gut als Rückfallebene und für die Ausbildung aber aufgrund der Ausbildung sollte eine Abweichung immer möglich sein.";
"86754566";"a94688f";"18.09.2021 19:25";"18.09.2021 19:25";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86754597";"c455d70";"18.09.2021 19:28";"18.09.2021 19:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86754631";"9868ac8";"18.09.2021 19:32";"18.09.2021 19:37";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Starke Schmerzzustände, daraufhin direkter Beginn mit Eskalationsstufen";"Notarztruf";"Regelhafter Einsatzalltag";"Genau definierte Werte oder Zustände";"Die Entwicklung von Alternativ-Standard-Arbeitsanweisungen, für den Fall von Kontraindikationen oder unmöglicher Durchführbarkeit";
"86754703";"0bcc581";"18.09.2021 19:40";"18.09.2021 19:44";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"90";"Analgesie, Einsätze mit schlechtem Venenstatus";"Zeitfaktor, Patient nicht 1:1 im Algorithmus integrierbar";"Bronchioobstruktion, ACS";"Erfahrung mit dem Krankheitsbild";"Die eingesetzten Notärzte MÜSSEN die Durchführung der Maßnahmen durch NFS/RA unterstützen wollen, und diesen in Gemeinsamen Einsätzen die Möglichkeit geben diese ebenfalls an zu wenden.";
"86754774";"08a02f1";"18.09.2021 19:46";"18.09.2021 19:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86754847";"3a58345";"18.09.2021 19:53";"18.09.2021 19:54";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"";"";"";"";"";
"86754854";"cb30257";"18.09.2021 19:54";"18.09.2021 19:54";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86754948";"961479b";"18.09.2021 20:00";"18.09.2021 20:03";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86755321";"5ac35f5";"18.09.2021 20:40";"18.09.2021 20:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86755417";"68383f5";"18.09.2021 20:53";"18.09.2021 20:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86755481";"f2219cc";"18.09.2021 21:00";"18.09.2021 21:04";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Acs, Trauma, Reanimation";"Teampartner, Notarzt";"Acs, Trauma, Reanimation";"Teampartner NFS";"";
"86755873";"ae3ec92";"18.09.2021 21:46";"18.09.2021 21:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86755960";"31bb9c2";"18.09.2021 21:55";"18.09.2021 21:57";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Einweisungen, Einsätze die eigentlich für den Hausarzt bestimmt sind.";"";"Akute Fälle";"";"";
"86755995";"26aea9e";"18.09.2021 22:01";"18.09.2021 22:01";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86756174";"a6071a2";"18.09.2021 22:25";"18.09.2021 22:25";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86756334";"eea3cde";"18.09.2021 22:39";"18.09.2021 22:39";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"1";"";"1";"1";"1";"";"";"";"";"1";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86756408";"4ad07bb";"18.09.2021 22:52";"18.09.2021 22:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86756595";"31a51f3";"18.09.2021 23:11";"18.09.2021 23:12";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86756672";"c7a703b";"18.09.2021 23:14";"18.09.2021 23:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"86756691";"ca52904";"18.09.2021 23:16";"18.09.2021 23:22";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"SOP widersprach Leitlinie., Situation in SOPs nicht beschrieben.";"Zu komplex bzw. didaktisch schlecht dargelegt., Bspw. xABCDE in jeder einzelnen SOP nochmal erklärt.";"In den meisten.";"Gute, den Leitlinien entsprechende SOP., Nicht unnötig komplex.";"NFS sollten in der Lage sein, Leitlinien zu lesen und angemessen anzuwenden. SOP dienen allzuoft dazu, den Stand aus Zeiten der Rett.-Ass. zu erhalten.";
"86757163";"e01cbab";"18.09.2021 23:25";"18.09.2021 23:26";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86757524";"0086c31";"19.09.2021 00:32";"19.09.2021 00:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86758270";"fedf565";"19.09.2021 04:19";"19.09.2021 04:22";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";".";".";".";",";".";
"86758749";"000a7bc";"19.09.2021 07:51";"19.09.2021 07:52";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"86759745";"c034f37";"19.09.2021 09:59";"19.09.2021 10:00";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"";"";"";"";"";
"86760519";"2d4aab2";"19.09.2021 11:10";"19.09.2021 11:11";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86761016";"6a33da0";"19.09.2021 11:51";"19.09.2021 11:59";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Sehr spezielle, nicht durch die SAA Abgedeckte Einsatzsituationen, wo die SAA jedoch ein Grundgerüst geben &amp; man im eigenen Ermessen davon eigenverantwortlich abweicht. (z.B. Analgesie via MAD bei nicht etablierbarem venösen Zugang.)";"Eigentlich nur externe Faktoren, welche durch den Einsatz eingebracht werden.";"Fast allen. Vom Standardvorgehen bis zur Medikamentengabe. (ACS, Analgesie, Anaphylaxie, Hypoglykämie, Hypertensiver Notfall, …)";"Einfacher, strukturierter Ablauf im Flussschema.";"";
"86761313";"e9fc512";"19.09.2021 12:18";"19.09.2021 12:21";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"";"";"";"";"";
"86762168";"bfb9801";"19.09.2021 13:29";"19.09.2021 13:31";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"86765882";"58468ac";"19.09.2021 18:55";"19.09.2021 18:56";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86766141";"9844efc";"19.09.2021 19:18";"19.09.2021 19:19";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86767056";"4e688bf";"19.09.2021 20:31";"19.09.2021 20:40";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Analgosedierung";"Nicht jeder Patient ist gleich";"Epileptischer Anfall";"Erfahrungen";"";
"86772736";"e7cd41b";"20.09.2021 08:46";"20.09.2021 08:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86772923";"382f45e";"20.09.2021 08:53";"20.09.2021 08:54";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86787852";"382b1de";"20.09.2021 15:17";"20.09.2021 15:18";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86795463";"a19305f";"20.09.2021 18:44";"20.09.2021 18:48";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"Bei zB Kombinationen von Präparaten und unverträglichkeiten";".";"In der Regel bei der Analgesie mit BTM";".";"";
"86798817";"3f27782";"20.09.2021 20:49";"20.09.2021 20:50";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"86800591";"eb5523d";"20.09.2021 22:01";"20.09.2021 22:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"87049041";"81f8b94";"30.09.2021 09:50";"30.09.2021 10:00";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Wenn man weiß, welcher Notarzt kommt, und man Angst haben muss, dass dieser unsere Algorithmen nicht kennt und das RTW-Personal bzw den Notfallsanitäter im Anschluss zur Rechenschaft ziehen will.";"Angst vor rechtlichen folgen, da die Verabreichung von Medikamenten eben keine Regelkompetenz darstellt. Außerdem sollten Notärzte unsere Muster-Algorithmen genauso kennen, um einen Konflikt zwischen Notarzt und Notfallsanitäter zu vermeiden.";"Wenn kein Notarzt mitalarmiert und man zu 100% auf sich allein gestellt ist.";"Kleines Taschenbuch";"Es sollte natürlich eine regelmäßige Schulung / Überprüfung stattfinden.";
